,Randomness,Tail-Free,Nucleus,Grammar/Style/Spelling,Readability Grade,Glue Index,Raw,Rand_cent,TFS_cent,Nuc_cent
374,0.7,0.9,1.0,75.0,6,45.0,"The hallway was empty save for a few colonists who were already up and working. They greeted her with nods and friendly waves, but none lingered in conversation. Everyone knew why they were here.

Nora had been at the colony only two weeks, when she learned to live with the sight of her parents' bodies lying in their home's hallway like discarded fish skeletons. The colonists felt similarly about the main concourse, which Nora skipped to reach the kitchen.

It was the only place of any comfort here. It wasn't large, just big enough for three workers to line up at the counter. Here they could eat together in a group that comprised more than fifty people.

The long tables were empty except for one man and woman, who sat at the end of the row away from Nora. She ignored them as she retrieved her favorite breakfast of scrambled eggs, bacon, and brewed coffee, then filled a plate with food and took it to the counter.

Nora crowded through the remaining colonists, who paused in their conversations and stared attentively in her direction. Their eyes were glazed over with hunger. She did not blame them. Lately she'd been too tired to cook anything more interesting than cereal and toast for herself, let alone the other guests. Her parents had always made sure to have fresh fruit on hand, but those days were gone now.

""Hey!"" said a chipper voice behind her. ""Table four left.""

Nora turned to see an older man dressed in thick clothes covered with flannel patches. His tan face was lined deeply around his eyes and he sported a full beard, which was neatly trimmed and combed. He waved at the table beside him.

She was going to leave the eggs and bacon for last, but hurriedly grabbed the plates, spilling some of each onto the floor. At her speed, she wouldn't be able to catch them before they hit the floor.

""Sorry,"" Nora muttered as she picked up the plates and dropped her own food into a plastic container. She added thick slices of bread, some butter, and leftover bacon strips to carry everything else in one armful. ""And sorry again, I really am.""

Nora jogged down the hall and back to her quarters, trying to avoid the kitchen cleanup crew. It wasn't until she stepped inside that she realized she may have accidentally spilled coffee on them too.

The faint scent crept through her nostrils, reminding her what she'd nearly forgotten. Nora stood for a moment in the dormitory's tiny common room, taking deep breaths of filtered air so full it made her head swim. Her body felt heavy and sluggish from lack of sleep.

Nora set the containers down on the table and collapsed onto her bed. She stared at the ceiling for a few minutes, focusing on the threads of light trapped in its cracks. After a few moments, she felt calm enough to consider the day ahead.

Six hours lay between her and when she would begin work. For the next two hours, it didn't matter how tired or hungry she was. She had to eat. Otherwise, she wouldn't be strong enough to do what needed doing.

Nora sat up and focused on the food.

",0.22806122448979615,0.19204081632653147,0.01612244897959192
375,0.8,0.4,1.0,82.0,6,41.0,"The familiar hallway stretched into darkness and gloom beyond the dim glow of hall lights. Thick shadows pooled in places where the walls met the ceiling, blocking the far end of the long passage. Just like any other sector on the colony, this one had only a few rooms for meals, recreation, sleeping quarters. Most colonists slept wherever they could.

Everyone needed rest, especially after working so hard.

The main corridor ended at the cafeteria's entrance. A tall glass window filled much of the wall above every door leading off the concourse. The colored glass reflected distorted silhouettes of the colonists, giving the room a hauntingly empty aspect even when people were present.

Nora slipped through the glass doors, stepping toward the row of free breakfast trays. She selected an egg sandwich from the formica covered tray and placed her order with a constant machine voice. Halfway through placing the food items, a menu appeared in a translucent overlay over Nora's vision. With a groan, she picked up her own plate.

The egg sandwich was warm. Toasted bread and fluffy scrambled eggs made for a satisfying combination. It tasted like a real meal, despite its synthetic origin. After shoveling the contents into her mouth, Nora washed it down with two big gulps of cold water. Her meal came in a square container no bigger than a pocket book. One bite and she had to stifle another yawn.

She stepped back inside the darkened hallway once more. Stairs led upward, but on the way back to her quarters she passed the cafeteria again. Nora headed for a different plant instead. The handler growled something as Nora pushed past her, then turned away coldly without a word.

Nora didn't turn around to see what the matter was. A moment later she found herself at the edge of a bonfire. Lithe figures danced along the fire's dangerous perimeter. Shadows shrouded the dancers in a rippling weave of dark and light. Some of them were naked. Nora couldn't help staring.

A hand clutched her shoulder, spinning her around. Nora gasped as she saw the man who'd grabbed her was nearly twice her size. His skin was rough and scarred. Teeth obscured his face, which was coarse with muscle and pronounced scars from old wounds. He wore a plaid shirt with frayed cuffs over a pair of battered jeans.

The man drew himself up, towering over her despite their close height difference. Sullen anger burned in him like white-hot coals beneath a blanket. Nora's mouth worked silently. Whatever she wanted to say, it must have been inaudible to him.

""There are rules here,"" the man said. ""This is my sector so you don't go messing shit up.""

He released her, but not because Nora had spoken or even moved. She just stood there, dazed and terrified. Haltingly, Nora mumbled an apology.

",0.32806122448979624,-0.30795918367346853,0.01612244897959192
376,0.8,0.4,1.0,68.0,7,44.0,"The colony welcomed its new residents as they slipped out of their cots. The others were up, making progress toward a meal. Everyone wore their best clothes for the occasion; some even went so far as to put on makeup.

In contrast, Nora's face bore only the barest hint of cosmetics. Her cropped blonde hair was dull but still held in place at the top, while her eyes looked large and dark blue under the stark white foundation. She kept her eyes modestly averted from the few men whom she passed. Most women still retained a lot of their youth and beauty after childhood, when company was scarce. But Nora's kind had always been made of sterner stuff. Barely free of childbearing hips, Nora walked without lingering glances over any shoulder.

The crew assembled into two groups of some dozen to escort each other to breakfast. At the head of one group, Lt. Leslie Hunter marched in step with Defense Techs Alex and Michal. An older gentleman followed behind them, a biodigital assistant who worked late overseeing critical systems and managing supplies.

Behind him, Company security and tactical personnel gathered into pairs. They trailed after. Others trailed the group of traditionalists leading the procession — members of the community council, shopkeepers and front line bureaucrats. Some of these people had already taken time for a leisurely morning cup of coffee with neighbors, or to make afternoon deliveries.

Nora joined this second group, casually jogging with the others toward the dining hall. She longed to chat, but the colonel needed her to help look for the malfunctions. If she didn't move quickly, it would be impossible to get anything accomplished today.

""Hey."" Nora used a handlight from her belt as extra illumination. ""How are you doing?"" Commander Kern asked, pulling ahead to talk while moving at a brisk pace.

""I'm fine,"" Nora answered. The woman rushed back after a few steps to walk beside her, making conversation with a quickness that seemed unnatural in her age and responsibility.

Kern kept up a pleasant if brisk tone of voice. ""You've been working on the hubble lately? That's not too bad, is it? We're hopeful we'll be able to use electronics again soon. The damage isn't structural, but the repairs take longer than the initial construction. Anyway, I'd love to hear what you've got planned for after your shift.""

Nora nodded, trying to stop herself from running to keep up. ""This new repair project, almost every part of the old one, and the new sensors... All drawing power from the same conduit.""

""That's right. My shift this morning was uneventful."" Kern fell silent for a moment, then spoke absently, musing over something else. ""Or so I thought. A drone came out of nowhere, shot a hole in an airlock, and then vanished. Just like that..."" Her lips pursed uncertainly as she considered some unseen problem.

""We all saw it happen,"" Nora said automatically.

",0.32806122448979624,-0.30795918367346853,0.01612244897959192
377,0.8,0.4,1.0,67.0,11,42.0,"After a quick toilet break outside in the hall, Nora entered the main hallway where the dim orange glow cast eerie shadows around the corners. She passed the mess hall – one could only assume it was named after such things when meals were barely edible - where colonists filed through little portholes for communal plates of greens and steaks with smaller hunks of what she assumed might be cheese, and hard buns toasted in a pan. The smell made her realize that while the food wasn't bad, it was probably not healthy either. A few people gave her curious glances but none approached Nora. She didn't blame them; the scraggly blonde woman smelled amazing.

In contrast to the stark bleakness of the dormitory halls, this part of the complex exuded warmth and promise. Pastel green walls showcased plantings large enough to provide rainwater, park benches stood at intervals along pathways, clear doors led off hallways, and light filtered through windows into framed pictures hung on the walls. It was like a public park rather than an industrial outpost.

Nora continued towards the admin offices, the first open area she would encounter during her rotation. She paused briefly to catch her breath as the smells of composting plants and nearby waste processors competed with exhaust from powerloaders working by the side walls. Several of those generators were idling, pumping out their powerful hums, as maintenance workers scrambled along worn, yellow floor tiles alongside larger equipment. The rest of the path was empty between steps so Nora climbed over a rusted vat housing parboiling chemicals and stepped up to scrub in with the other technicians.

She knelt beside another employee who was cleaning machinery by hand, working to untangle a mess of wires and tubing with a pair of pliers. With skillful efficiency she wrenched the tubes free and tossed them into a bucket, where they hissed in protest as moisture evaporated. She brushed greasy hair back from her face and smiled warmly at the woman before rising to move on to the next machine.

They all knew each other well; most of these people had been here for years, and there was no fear of stepping onto a work surface that hadn't seen use in months. Their daily routine worked off a cycle based around shifts, their sleep schedules, and meals. They rarely talked much, but Nora had to admit that even though she never saw the same faces twice in three months, it still felt like home.

Nora climbed the stairs, the metal treads creaking underfoot as she reached the top. As required by Company rules, Nora's quarters consisted of a small room with a bunk bed and bathroom attached, but security cameras were everywhere else on the complex, so it wasn't uncommon to see one or two others using the upper access hallways for private purposes instead.

A thick doorfront marked the way into the next segment, and Nora adjusted her jacket to make sure all the buttons remained tight without being too constricting over her utility pants.

",0.32806122448979624,-0.30795918367346853,0.01612244897959192
378,0.8,0.5,1.0,66.0,6,43.0,"On the other side of the dormitories, Sully stood at the entrance to the dining hall chatting up a few female colonists he worked with when Nora arrived. He grinned at her as she passed, asking if there was anything he could do for her.

""Oh, my day's just getting started."" She rolled her eyes. ""I need to get to the power plant though. Might be a good time to pick your brains about how everything works around here, I suppose.""

Sully nodded. ""Good point. I'll see you after lunch. You can tell me then. Want to eat first?""

Nora stopped in the threshold of her dormitory doorway. ""That depends what I'll have time for.""

She walked out of the building and headed along the main thoroughfare toward the engineering bay by the power plant. Her boots clacked on the surface of the plascrete, which roasted her bare feet with each step.

The metal doors of the entrance were ten meters tall and there wasn't room to go around it. It was two layers thick and filled with a baffle grid. The ground beyond the door had soft texture reminiscent of fine sponge, not hard concrete. Nora suppressed a chuckle at the thought of patrolling foot soldiers sliding on their bellies in these doors, because everyone knew the aliens would sense the sponginess.

Everything was designed that way. Much of the colony's equipment didn't work here. And even when it did, it broke down within a couple hours if used often enough. There was no point in wasting energy or supplies. But the corridors and paths weren't so bad. They simply couldn't fit the technology available here into regular buildings.

At least Sully said the high-tech stuff worked better here than anywhere else in the colonies. No use complaining about it now.

Resting her hand on warm panels, she pushed through seeking shadows cast by the distant sun. More people pounded past her from both directions, surrounded her by the tantalizing tang of water hydrants, and the unique air pressure seeped inside her boots. She drew a deep breath inside the thick jacket, enjoying the sharp scent of ozone coming off the walls around her.

Hot water vapor condensed above the plascrete floor, popped and hissed in tiny waves. ""That's odd,"" Nora murmured aloud. She stepped where it was mushy and sank down to sit.

The dampness gently cushioned her bare backside as she leaned forward toward a panel set into the wall. The control gave an unnatural click. A sensor on the panel flashed green several times before Nora saw the flow of fluid instead of light.

",0.32806122448979624,-0.20795918367346855,0.01612244897959192
379,0.8,0.5,1.0,63.0,5,44.0,"She met Sully in the commons. The room buzzed with well-built men and women moving purposefully about their jobs. Nora joined the line at the feeding station, grabbing a box lunch. When she reached the front of the line, she took off her jacket to reveal an uniform beneath.

Unlike many of the colonists, Nora wore the sleek black tunic and trousers of the company's mechanics as opposed to the practical work clothes used by others among the colony. She'd been assigned here after basic training because of her skill with tech, so she felt comfortable in the tailored uniforms reserved for those who worked with advanced equipment--even if they had to wear them outside of their own quarters.

Sorry, Sully called out as Nora approached him, but I made sure Oracle was prepped and ready, he said, pointing towards another mechanic. Is everything okay?

Everything is fine, there was no need to worry. He gave her a quick once over while she bent to place her order. Are you sure? This could be an emergency.

It wasn't, I'm just hungry. How long have I been away?

Since last night. Almost twenty hours. Do you know what happened? Nora returned to the table where her tray waited.

Yeah. The drones showed up, they got a few of our people. We lost people too. My brother...

Iris dropped out of her report as she heard the news. You're not kidding.

Sully nodded and tried to smile at Nora. Well, I guess my shift ends soon. You don't mind if I eat this now instead of waiting until morning?

No, that's fine, but still, please tell the others. They'll be glad to know.

I will, promise. Before Sully left, he paused and leaned in close with a meaningful look. You might want to do some digging. There's a rumour going around, something about someone heading for the sky. Something bad. Maybe it'll help keep spirits up.

Nora raised an eyebrow and dipped her head toward him. Thanks. He slipped out through the door before she had time to think about his warning more than necessary.

With the watch committee meeting over, Iris returned to her station as Nora prepared to make her way back to her quarters. That day's schedule didn't include any scheduled meetings, but the colonists rarely left their duties early anyway. She only glanced up when Nora approached her. Hello, Nora.

Iris nodded politely and turned towards the terminal on her desk. Did you hear anything from your brother? I leave a message every couple hours hoping.

Nora pushed forward until she stood right beside Iris. You really should talk to the company. They have some weird machine that can detect anomalies and stuff like this. Why don't they send it? I'm sure if we just ask nicely, it'll show up later.

",0.32806122448979624,-0.20795918367346855,0.01612244897959192
380,0.8,0.5,1.0,77.0,9,45.0,"The colonist dormitory emptied rapidly as colonists rose to start their day in never-ending shifts to keep up production levels. With its glass walls, each room held the sound of voices filtering from the hallways outside. In the background, the murmur and clank of automated machinery rolled through the empty chambers.

Nora walked along the echoing corridor to where she stored her power loaders and boots, further jolting herself awake. They were good for long days, but only within a limited range if they worked at all. As far as Nora knew, they still ran better than the colony's energy generator.

The boot locker was on one side of the large hallway, but she could walk directly to it without barging into any other doors. The ones in front of her creaked open with a soft pneumatic hiss, dissolving the silence of step after step until the room was filled with people.

Nora paused about halfway along the first row of lockers, looking around. The rest of the room was dimly lit by a narrow beam that stretched over most of the ceiling. A few colored bulbs illuminated rows of spaces, casting elongated shadowed shapes on the racks of neatly folded jackets, shirts, pants, shoes, belts, and other tools. Other hanging garments had been taken down to dry since morning.

Boxes lined the walls, stacked one atop another or set carefully out like crates. One of them emitted a high-pitched whine, driven by vibrating metal gears inside its noisy casing. Nora quickly stepped away from the box as if she hadn't seen it. It wasn't the only source of clamor in the room, either – several electronic devices and generators were running in various corners or halfheartedly whirring overhead.

Each door held a number. Nora reached for hers, but her fingers passed right through it until she tapped the steel frame. She jerked back with a gasp of surprise.

She'd heard stories about people losing their touch because they weren't paying attention to surroundings, so she made herself focus on the locker itself. Another profile, maybe, or a new material? She gave the last few drawers lining the wall another quick pass before mentally shaking herself. Looking at nothing but each object came easily enough. Nothing jumped out at her.

Just when Nora thought long pants might make this task easier, one of the doors opened and a crisply attired woman strode into view. The runner's crisp black dress caught Nora's eye first, then the way she filled it out, bangs drawn back in place. Spots of color adorned her glossy dark hair, which was pulled up loosely on top of her head.

In addition to the outfit, the woman carried a sleek tool belt worn over one shoulder, and she wore medium heels that added another inch to her height. Nora took in the entire ensemble, which turned up at the collar of the shirt as if it had been cinched there.

That outfit and the crisp walk made Nora think of military uniforms, but the woman wasn't armed except by her eyes.

",0.32806122448979624,-0.20795918367346855,0.01612244897959192
381,0.8,0.6,1.0,78.0,8,41.0,"Upstairs, she passed through the noisy dining hall filled with groans and curses as colonists struggled to break their fasts. As she walked, more than a few yawned at how late it still was.

When Nora reached the mess room, no one else seemed inclined to start working. She picked up her tray and was surprised to find another bowl of scrambled eggs lying in wait for her.

Grimly, Nora pushed aside her own hunger and added the eggs to her stack. The others in the mess had long since finished eating. They looked exhausted and bleary eyed. A man sat alone in the far corner with his head in his hands. He slumped forward, his elbows resting on the table.

Outside, Nora found that her breakfast plate was already empty again. She ate quickly and retired to her quarters. There she set about repairing a problem she'd encountered earlier in the day. If she left the defective joints uncovered too long, they wouldn't be able to withstand her next use of the equipment, like a building being unsafe because its foundation cracked. Her shift had only just begun before she was forced to call time and leave the job incomplete. She dressed again and returned to the work site.

Her stomach growling, she stumbled into the engineering bays across from the dormitories. Several colonists were stationed there to fix the night's problems. The morning's repair crew was busy making inventory lists, checking inventory, and noting down maintenance tasks due throughout the ensuing week.

Nora pulled her jacket over her shirt as she walked through the cramped space, her eyes scanning ahead for any sign of an issue. The room had a row of desks and racks, each one piled high with wires, motors, gears, switches, batteries, and other shabby tools. It resembled a toolbox overload.

She reached the end of the workshop and turned to begin inspecting the control panel in the bay's back wall, which controlled the power plant directly above them. The heavy mass of heavy machinery made it hard to see the problem, but Nora saw enough to know what might have gone wrong. She stepped forward to show the gaunt cabinet the switch required.

The gaunt cabinet snapped open like a steel claw before her face.

She tumbled backward, giving herself wisps of gray hair and scraped hands on metal plates and the floor. To block from sight, Nora slammed her shoulder and hip into the thick edge of the black cabinet. She groaned beneath her breath as her new bruises protested at her clumsiness. Only after she heard the raspy sound of air escaping her lungs did she realize her fumble trapped a loose wire between her chest and the edge of the cabinet, ultimately wedging her inside.

Her heart strained in panic as she tried to reach her hand out far enough to feel for another way out while also trying not to make any more noise. Unable to squeeze past the press bar, Nora wriggled in frustration through the gap in the panel until the weight of her body forced the upper half shut.

Nora lay panting, straining to listen for anything that would indicate the presence of aliens outside the bay.

",0.32806122448979624,-0.10795918367346857,0.01612244897959192
382,0.8,0.6,1.0,86.0,7,42.0,"A few other colonists were stirring in their dormitories already. The internal comm network sputtered to life, announcing the start of the early morning. In half a dozen places, alarms began to shriek heightening tension throughout the colony.

The hallway was dim compared to its brightness earlier. A single bulb hung overhead, casting harsh illumination over splotchy grease stains and spider webs sprouting from corners. Nora wandered down long corridors of stone, noting the various artworks and murals decorating each room along the way as she passed.

At first glance, the artwork was strange. Abstract shapes swirled within black circles. Patterns of angular shapes whorled through striated columns. Each room contained odd, unsettling things.

Nora examined the walls of one particular corridor, looking at the intricate patterns. There didn't seem to be any rhyme or reason to them. She tapped a fingernail against the wall. They radiated outward in random, disorganized angles like black holes cast in swirling smoke.

Maybe they are words? Nora wondered. But could those drawings communicate anything like a human language?

She frowned as a glimmer caught her eye. Perhaps it is just reflecting starlight.

But when she looked closer, she realized the light wasn't coming from outside. The reflections were moving inside the room—inside the shadows beneath the swirls of abstract shapes.

Nora backed up nervously, tripping over her feet in the dark and falling into the hall. When she felt herself pressed against the floor, she tried to sit up, but the only thing keeping her conscious was the pain shooting through her head from banging it on the rough rock. She groaned. Her head simply had more painful memories than she could bear this morning.

Squinting, Nora saw movement around the corners of each shadowed image. There were hundreds, maybe thousands, of them lurking in some kind of waiting position, peering back at her with glittering eyes. It came to her that the drawings weren't just strange; they might be deadly.

Desperate, Nora scrambled away down the hallway and ducked into a narrow doorway without looking behind her. She squirmed backward, keeping one hand against the smooth stone wall for balance. What if there aren't any more paintings?

The idea made her stomach twist anxiously.

Nothingness pursued her then, as if the shadowy figures were reaching out to claim her, and Nora jerked awake again.

In a panic, she bolted from her bed. Slamming the door open, Nora threw herself onto the nearby couch, but she still couldn't get comfortable. She stared at it for too long before scrambling up again to search the sleeping quarters of her roommates. All three rooms were empty. There wasn't even dust in them, let alone beds or personal belongings.

The dormitory was completely deserted. The communal showers weren't even touched. Nora splashed water on her face from the sink, trying to wash away what sleep had done to her vision. Her brain felt fuzzy, sluggish.

",0.32806122448979624,-0.10795918367346857,0.01612244897959192
383,0.8,0.6,1.0,79.0,9,46.0,"The communal hallway was dark and lit only by dim emergency lights from the ceiling fixtures overhead. Rows of doors lined the corridor. The colonists all ate together, so she passed them in twos and threes stepping over sleeping bodies curled up on bare mattresses propped at awkward angles on the floor.

Rather than take a direct route to the mess hall, Nora turned toward the nearby garage directory. She keyed open one of the locker room doors, swiped through the grid-marked poster panels just inside the entranceway, and walked out onto the backless decking on the other side.

With the metal walls and decking echoing around her and a few others hurrying through the same sequence, Nora headed for her post at the power plant. A click of boots echoed down the empty corridors until she reached the ladder leading up to the catwalks above the lawn where the reactor was housed.

Closing her eyes to the ache in her feet and legs, Nora hopped her way up the ladder and then dropped to the first catwalk. Leaning out over the railing, Nora surveyed the courtyard beyond the vegetable garden as far as she could see. She was too used to working in this neighborhood by now that she didn't pay much attention to it.

When she spotted something moving out there, Nora pointed up with one gloved finger. From the first catwalk above, the operator moved quickly to stand on a platform and peer down at her. He nodded and waved to indicate he understood.

Nora returned the gesture, but kept peering out at the darkened shrubbery surrounding the colony. Surrounded on all sides by cliffs and craggy rocks, the only land in sight had been divided into a series of cultivated paddies. A long half-moon shaped ridge separated the main buildings from those planted fields dotted around the perimeter of the colony.

After several moments, Nora noticed some movement among the dark shadows outside the colony. The dim light filtering through the windows in the power plant showed vague traces as people walked along the corridors and down the stairs. She couldn't tell how many or what their purpose was, at least not yet.

Nora's eyes lit up again when she saw someone striding purposefully toward her from one of the kitchen doors in a distant corner of the building. It was a tall, slender man with wavy brown hair and a beard trimmed to look like it might be flecked with silver hairs. He wore a thick belt buckle carved into an animal's head that seemed to be holding up his heavy leather coat like an iron collar.

She wasn't about to turn back. Nora slid out onto the walkway and raced across the landing between the two levels. She hopped down off the edge of the catwalk, pulled her boots on, and sprinted for the door the bearded stranger had entered.

The corridor beyond the door was dimly lit with soft green glow strips.

",0.32806122448979624,-0.10795918367346857,0.01612244897959192
384,0.8,0.7,1.0,79.0,7,42.0,"She passed swaths of grime-covered workers filling the hallways on their way to work and ate on the run at every opportunity. She found herself grateful that the colonists were so efficient about cleaning up otherwise; she wasn't used to living in such neighborhoods. Even more curious was how they made the middle of nowhere feel like civilization?

As Nora walked, she felt a prickling sensation along the nape of her neck. A few people glanced at her in passing, then turned away as if to ignore her. There should have been more traffic today than usual. But she soon realized why the other footsteps echoed hers and slowed when they caught sight of Nora's new clothing.

The thick garment had probably gotten her much needed food, but now it was attracting attention. She looked around herself curiously. It wasn't just gathering glances from passersby. They gathered stares too, some bolder strands that seemed to be returning Nora's gaze. Some narrowed into frowns or snarls, while others grew pointed teeth.

A bolt of fear shot through Nora's gut. Tribesmen! And not at all friendly faces either. Her heels clicked as she started running, and a stretch of people parted for her passage. With each step she took toward the security office, Nora's heart pounded faster and faster with panic. No one could help her if she fell into their clutches. She ran harder, fearful they would overtake her. Hands reached out from the shadows to grab at her legs. The first person tripped and fell on their face. All the others did likewise, sprawled in front of Nora like so many flattened frogs as she barreled right past them.

Nora passed a few more doors until she reached the Security Office and burst inside. She slammed the door shut behind her and bolted it tight, her trembling fingers working quickly but nervously. In a minute, the lock clacked onto place with a satisfying click. She heaved a huge breath and tried to compose herself before turning to survey her surroundings, a look of relief washing over her face when she saw the forms littering the floor in every direction.

It wasn't the lack of bodies that made Nora feel better--the chance she had been mistaken without confirmation was a risk she'd rather avoid. But seeing the patterns of spilled coffee and breakfast items showed her she hadn't imagined the noise, either. Dozens of nervous groans greeted her. Nora flicked open her palm terminal and pressed its screen to see if any new messages were coming through that she might have missed earlier.

Before her touch, the screen flickered and she nearly crashed into the desk as a message started up with a familiar voice: Compiled security logs, Commander Kern.

I hate this app.

Nora leaned against a wall and let out a low growl.

",0.32806122448979624,-0.007959183673468595,0.01612244897959192
385,0.8,0.7,1.0,90.0,9,45.0,"The main corridor cut through the labyrinthine mass of living units. The colony's architecture reminded anyone of a hive, but New Vector could only be found by those who were really lost. Renegades came in from deep space planets like Novac looking for opportunities, scenery, adventure, and the promise of land—which meant any individual colony was just one small unit in a vast expanse. Nora wasn't claustrophobic, so she avoided the crowded corridors where people formed clusters around the communal tables.

Nora slipped into a well-worn lab coat as she nearly ran down the stairs to the lower levels, where the command center and power plant were located. Built directly under the command center, the power plant was cramped and utilitarian. Lab coats were not uncommon after curfew, like this early morning work shift.

As Nora joined the other engineers in the corridors leading up to the lab, the alarms began buzzing again. Even amid these sounds, an eerie silence lingered above the cacophony.

An automated alarm rang through the halls as a mechanical voice said ""Alert! Alien swarm detected."" At least it sounded more pleasant than the high-pitched screech of the previous times. This time, the alert was accompanied by images projected onto the walls of metal beetle shapes, schematics for alien design, and notes about experimental data on the progress of studies.

The most shocking connection was a video of a group of scientists, including Nora's superior, Dr. Chen, being viciously attacked from behind by aliens. The footage looked real, but there were no audio tracks or interviews to provide context. It was impossible to tell how close they had really been to death. There was something disturbing, very much like torture, in their fear and pain, even in the way they fought back.

""Oh my God, what are those?"" Nora breathed as she watched a scientist with hair pulled out clumps by his scalp while he writhed and screamed through broken ribs.

Nora joined other engineers at the edge of the cracks in the flooring where overhead lights flickered fitfully, stuttering to life only seconds before switching off again. Someone must be proactive about fixing the problems.

Her eyes shifted uneasily along the corridor as her thoughts returned to the urgent matter of the alarm, which had stopped.

Backing down the stairs toward the lab, she couldn't see anything wrong. When she reached the surface level, Nora felt the tremors of movement beneath her feet before hearing them, but they were subdued—less like an earthquake than someone shuffling their boots. Her ears were filled with slow breathing, barely loud enough to register.

They're coming now! It took a moment for it to sink in. The attack will come from every direction unless we stop them.

",0.32806122448979624,-0.007959183673468595,0.01612244897959192
386,0.8,0.7,1.0,69.0,8,41.0,"The air was crisp but not yet cold. If the colony had ever seen rain, snow, ice, or any other temperature-related weather, it had long since forgotten them. The campus was still growing with new structures slickened by layers of colored paint. Colorful flora grew over stone walls and green sprouted from cracks in the paving stones in neat, controlled rows of plant beds.

A low, soft hum filled the morning air as Nora approached the command center. Her boots echoed on the smooth floors as she crossed the expansive open courtyard leading to the building. A busy corridor lined one wall with workstations where colonists pored over information screens. Computer systems monitored every aspect of the colony, but engineers like Nora had to be human too.

She leaned into a workstation counter and slid her ID card across it. ""Be safe.""

""Your safety is my concern,"" the automated computer replied. Its voice was neutral female, and its concern lay in the fact that this duty required personal interaction. It would rather someone else take up the task than have Nora waste time answering inquiries.

Nora nodded and returned her ID card to her pocket as she passed through the door into the command center, which was barely four meters high and only two wide. Walls were bare metal. Kneeling cubicles filled niches around the room. Handheld holographic projectors emitted images of other tasks in progress. A long conference table dominated the center space with panels on both sides. Cables ran along the length of it, branching off to distant corners as they disappeared through ceiling vents.

At the end of the command center, three men sat at a computer station dotted by monitors. Two wore leather jackets over shaven heads sheathed in shaved hair; one wore a similar jacket with a long pigtail hanging loose from under his collarbone. They glanced at Nora briefly before returning their attention to their terminals. She saw them through a slender camera projected onto an overhead monitor.

Noin did not wear the jacket, but he had chosen a short haircut over his bald head. He stared unblinking into the camera as if it were a slate of stone. For a man who always looked so calm and collected, Nora thought he was wearing very little makeup for this shift. In fact, she could see wrinkles forming in faint creases between his eyebrows as well as several more tiny folds bracketing his eyes. His skin still hung on him like sheets of paper thinned out and stretched to near transparency.

They all appeared oblivious to Nora until she entered the command center and stood beside one of the chairs. Then Noin turned his scarred face toward her, casually wiping crumbs from under his nose with a dark finger as if they weren't important enough for any concern. ""It's fifteen minutes,"" he said to the others in the room, ""I'll stay late and let you catch up.""

The other two men nodded and returned their attention to their own workstations.

",0.32806122448979624,-0.007959183673468595,0.01612244897959192
387,0.8,0.8,1.0,77.0,7,45.0,"Levels of the main corridor were empty at that early hour. The lights were dimmed, but the air still held a chill. Nora left a pile of clothes in the laundry room and headed for the cafeteria.

The halls echoed with only her footsteps and those of others commuting on duty. She passed many colonists seated around tables, eating quietly. Security staff patrolled the corridors in pairs. Some drank coffee while others worked through stacks of paperwork in offices cluttered with collections of papers. Most people wore the same drab coveralls that Nora did. Only their hairstyles distinguished them.

Nora could smell cooking from the cafeteria as she walked along the hallway. She paused at one point to look into the common lounges in search of her crewmates. Two men sat side by side, murmuring in low voices over a mug of tea. One was tall and green-eyed, the other stocky with gray hair.

Her gaze found another man who nodded hello as he passed Nora. Beside him stood a woman with short dark hair and glasses. Scars crisscrossed her face like the branches of an oak tree, leaving a web of brown lines across her skin and making a prominent impression on her dark eyes.

Nora frowned at the sight. She made a note to ask about it later and continued down the corridor in search of breakfast.

The cafeteria was full of bustling activity as Nora approached the line for food. Its light hum of conversation comforted her. No matter how exhausting her shifts were, there was always something fun to do around people. Today had been no exception.

She stepped into the queue of colonists waiting for tables and ordered food with practiced ease. They seemed to know what they wanted without even being told, which was good because Nora didn't eat much. She smiled at one woman as she waited in line and received a cheerful greeting back.

A few minutes after Nora arrived, the busy room fell silent with a crowd's collective intake of breath as a new set of arrivals entered the cafeteria.

Nora heard more than saw them before they reached her table. Her heart skipped a beat while her lungs caught asthmatic breaths and her mind strained its visual cortex to piece together the scene. With sheer force of will, she held her attention to the task at hand-- ordering breakfast-- until it became detached from her conscious decision to ignore the strange feeling that was tickling her spine.

Then the lights went out.

Nora gave a small squeak and jerked backward into the chair behind her.

",0.32806122448979624,0.0920408163265315,0.01612244897959192
